#TYPE System.Diagnostics.EventLogEntry#System/VDS Basic Provider/3254779905
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"1","DESKTOP-KBJ23GV","System.Byte[]","1363","(0)","0","Error","Unexpected failure. Error code: 1B1@01010016","VDS Basic Provider","System.String[]","3254779905","4/27/2020 1:00:15 PM","4/27/2020 1:00:15 PM",,,
"98","DESKTOP-KBJ23GV","System.Byte[]","1362","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{0895544e-de4c-4f77-bf43-59f793d43cc4}', '\Device\HarddiskVolume24', '0'","Microsoft-Windows-Ntfs","System.String[]","98","4/27/2020 1:00:14 PM","4/27/2020 1:00:14 PM","NT AUTHORITY\SYSTEM",,
"6013","DESKTOP-KBJ23GV","System.Byte[]","1361","(0)","0","Information","The system uptime is 3551930 seconds.","EventLog","System.String[]","2147489661","4/27/2020 12:00:00 PM","4/27/2020 12:00:00 PM",,,
"16","DESKTOP-KBJ23GV","System.Byte[]","1360","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'101', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\Settings\settings.dat', '3', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 11:40:15 AM","4/27/2020 11:40:15 AM","NT AUTHORITY\SYSTEM",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1359","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 11:10:05 AM","4/27/2020 11:10:05 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1358","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 11:05:51 AM","4/27/2020 11:05:51 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1357","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 11:00:34 AM","4/27/2020 11:00:34 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1356","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 10:59:44 AM","4/27/2020 10:59:44 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1355","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 10:49:03 AM","4/27/2020 10:49:03 AM","DESKTOP-KBJ23GV\1",,
"7040","DESKTOP-KBJ23GV","System.Byte[]","1354","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","4/27/2020 10:12:19 AM","4/27/2020 10:12:19 AM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-KBJ23GV","System.Byte[]","1353","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.","Service Control Manager","System.String[]","1073748864","4/27/2020 10:08:26 AM","4/27/2020 10:08:26 AM","NT AUTHORITY\SYSTEM",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1352","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 10:07:26 AM","4/27/2020 10:07:26 AM","DESKTOP-KBJ23GV\1",,
"98","DESKTOP-KBJ23GV","System.Byte[]","1351","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{0895544e-de4c-4f77-bf43-59f793d43cc4}', '\Device\HarddiskVolume22', '0'","Microsoft-Windows-Ntfs","System.String[]","98","4/27/2020 10:00:13 AM","4/27/2020 10:00:13 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1350","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'98', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat', '27', '7'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 9:53:55 AM","4/27/2020 9:53:55 AM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-KBJ23GV","System.Byte[]","1349","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{0895544e-de4c-4f77-bf43-59f793d43cc4}', '\Device\HarddiskVolume20', '0'","Microsoft-Windows-Ntfs","System.String[]","98","4/27/2020 9:36:13 AM","4/27/2020 9:36:13 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1348","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'109', '\??\C:\Users\1\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat', '28', '3'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 9:04:00 AM","4/27/2020 9:04:00 AM","NT AUTHORITY\SYSTEM",,
"7040","DESKTOP-KBJ23GV","System.Byte[]","1347","(0)","0","Information","The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.","Service Control Manager","System.String[]","1073748864","4/27/2020 9:03:03 AM","4/27/2020 9:03:03 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1346","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'82', '\??\C:\Users\1\AppData\Local\Packages\InputApp_cw5n1h2txyewy\Settings\settings.dat', '2', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:48:40 AM","4/27/2020 8:48:40 AM","NT AUTHORITY\SYSTEM",,
"7045","DESKTOP-KBJ23GV","System.Byte[]","1345","(0)","0","Information","A service was installed in the system.

Service Name:  AnyDesk Service
Service File Name:  ""C:\Program Files (x86)\AnyDesk\AnyDesk.exe"" --service
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem","Service Control Manager","System.String[]","1073748869","4/27/2020 8:46:21 AM","4/27/2020 8:46:21 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1344","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","10016","4/27/2020 8:46:18 AM","4/27/2020 8:46:18 AM","DESKTOP-KBJ23GV\1",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1343","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'102', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat', '10', '3'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:45:55 AM","4/27/2020 8:45:55 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1342","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'171', '\??\C:\ProgramData\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\Cache\d876f12938065bde_COM15.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:45:54 AM","4/27/2020 8:45:54 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1341","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'154', '\??\C:\ProgramData\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\UserClasses.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:45:54 AM","4/27/2020 8:45:54 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1340","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'147', '\??\C:\ProgramData\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\User.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:45:54 AM","4/27/2020 8:45:54 AM","NT AUTHORITY\SYSTEM",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1339","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","10016","4/27/2020 8:45:49 AM","4/27/2020 8:45:49 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1338","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","10016","4/27/2020 8:45:25 AM","4/27/2020 8:45:25 AM","DESKTOP-KBJ23GV\1",,
"19","DESKTOP-KBJ23GV","System.Byte[]","1337","(1)","1","Information","Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.313.2410.0)","Microsoft-Windows-WindowsUpdateClient","System.String[]","19","4/27/2020 8:44:44 AM","4/27/2020 8:44:44 AM","NT AUTHORITY\SYSTEM",,
"43","DESKTOP-KBJ23GV","System.Byte[]","1336","(1)","1","Information","Installation Started: Windows has started installing the following update: Security Intelligence Update for Windows Defender Antivirus - KB2267602 (Version 1.313.2410.0)","Microsoft-Windows-WindowsUpdateClient","System.String[]","43","4/27/2020 8:44:33 AM","4/27/2020 8:44:33 AM","NT AUTHORITY\SYSTEM",,
"44","DESKTOP-KBJ23GV","System.Byte[]","1335","(1)","1","Information","Windows Update started downloading an update.","Microsoft-Windows-WindowsUpdateClient","System.String[]","44","4/27/2020 8:44:28 AM","4/27/2020 8:44:28 AM","NT AUTHORITY\SYSTEM",,
"98","DESKTOP-KBJ23GV","System.Byte[]","1334","(0)","0","Information","The description for Event ID '98' in Source 'Microsoft-Windows-Ntfs' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'\\?\Volume{0895544e-de4c-4f77-bf43-59f793d43cc4}', '\Device\HarddiskVolume18', '0'","Microsoft-Windows-Ntfs","System.String[]","98","4/27/2020 8:44:18 AM","4/27/2020 8:44:18 AM","NT AUTHORITY\SYSTEM",,
"15","DESKTOP-KBJ23GV","System.Byte[]","1333","(0)","0","Information","The description for Event ID '15' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'35', '\SystemRoot\System32\config\DRIVERS', '7471104', '7471104'","Microsoft-Windows-Kernel-General","System.String[]","15","4/27/2020 8:44:09 AM","4/27/2020 8:44:09 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1332","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'104', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.XboxIdentityProvider_8wekyb3d8bbwe\Settings\settings.dat', '2', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:44:01 AM","4/27/2020 8:44:01 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1331","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'170', '\??\C:\ProgramData\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\Cache\af0428aa9b9eb811_COM15.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:44:00 AM","4/27/2020 8:44:00 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1330","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'153', '\??\C:\ProgramData\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\UserClasses.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:44:00 AM","4/27/2020 8:44:00 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1329","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'146', '\??\C:\ProgramData\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\User.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:44:00 AM","4/27/2020 8:44:00 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1328","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'101', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\Settings\settings.dat', '2', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:44:00 AM","4/27/2020 8:44:00 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1327","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'111', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat', '2', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:43:58 AM","4/27/2020 8:43:58 AM","NT AUTHORITY\SYSTEM",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1326","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'machine-default', 'Local', 'Activation', '{C2F03A33-21F5-47FA-B4BB-156362A2F239}', '{316CDED5-E4AE-4B15-9113-7055D84DCC97}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Microsoft.Windows.ShellExperienceHost_10.0.18362.449_neutral_neutral_cw5n1h2txyewy', 'S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708'","DCOM","System.String[]","10016","4/27/2020 8:43:58 AM","4/27/2020 8:43:58 AM","DESKTOP-KBJ23GV\1",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1325","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'114', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat', '360', '47'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:43:52 AM","4/27/2020 8:43:52 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1324","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'96', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat', '8', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:43:32 AM","4/27/2020 8:43:32 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1323","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'92', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat', '2', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:23 AM","4/27/2020 8:41:23 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1322","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'145', '\??\C:\ProgramData\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\UserClasses.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:21 AM","4/27/2020 8:41:21 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1321","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'138', '\??\C:\ProgramData\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\S-1-5-21-1601903507-1431682415-1599003356-1004\SystemAppData\Helium\User.dat', '1', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:21 AM","4/27/2020 8:41:21 AM","NT AUTHORITY\SYSTEM",,
"44","DESKTOP-KBJ23GV","System.Byte[]","1320","(1)","1","Information","Windows Update started downloading an update.","Microsoft-Windows-WindowsUpdateClient","System.String[]","44","4/27/2020 8:41:21 AM","4/27/2020 8:41:21 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1319","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'93', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat', '22', '6'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:19 AM","4/27/2020 8:41:19 AM","DESKTOP-KBJ23GV\1",,
"10016","DESKTOP-KBJ23GV","System.Byte[]","1318","(0)","0","Warning","The description for Event ID '10016' in Source 'DCOM' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'application-specific', 'Local', 'Activation', '{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}', '{15C20B67-12E7-4BB6-92BB-7AFF07997402}', 'DESKTOP-KBJ23GV', '1', 'S-1-5-21-1601903507-1431682415-1599003356-1004', 'LocalHost (Using LRPC)', 'Unavailable', 'Unavailable'","DCOM","System.String[]","10016","4/27/2020 8:41:18 AM","4/27/2020 8:41:18 AM","DESKTOP-KBJ23GV\1",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1317","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'91', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat', '3', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:02 AM","4/27/2020 8:41:02 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1316","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'100', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat', '5', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:01 AM","4/27/2020 8:41:01 AM","NT AUTHORITY\SYSTEM",,
"16","DESKTOP-KBJ23GV","System.Byte[]","1315","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'99', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Settings\settings.dat', '46', '11'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:01 AM","4/27/2020 8:41:01 AM","NT AUTHORITY\SYSTEM",,
"23","DESKTOP-KBJ23GV","System.Byte[]","1314","(1016)","1016","Information","NIC /DEVICE/{E9A8A2F4-504E-44B5-B832-A9AF8E3A9BC7} (Friendly Name: Realtek PCIe GBE Family Controller) is now operational.","Microsoft-Windows-Hyper-V-VmSwitch","System.String[]","23","4/27/2020 8:41:01 AM","4/27/2020 8:41:01 AM",,,
"21","DESKTOP-KBJ23GV","System.Byte[]","1313","(1014)","1014","Information","Media connected on NIC /DEVICE/{E9A8A2F4-504E-44B5-B832-A9AF8E3A9BC7} (Friendly Name: Realtek PCIe GBE Family Controller).","Microsoft-Windows-Hyper-V-VmSwitch","System.String[]","21","4/27/2020 8:41:01 AM","4/27/2020 8:41:01 AM",,,
"16","DESKTOP-KBJ23GV","System.Byte[]","1312","(0)","0","Information","The description for Event ID '16' in Source 'Microsoft-Windows-Kernel-General' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'115', '\??\C:\Users\1\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat', '3', '1'","Microsoft-Windows-Kernel-General","System.String[]","16","4/27/2020 8:41:00 AM","4/27/2020 8:41:00 AM","NT AUTHORITY\SYSTEM",,
